Unnamed: 0,year,log_gdp,social_s,life_ex,life_choices,generosity,corruption,positive_a,negative_a,population,spirit_c,wine_c,beer_c,forest_c,u_pop,age_dr,happiness_s
614,2011,7.423,0.567,36.86,0.413,0.243,0.682,0.625,0.245,10100320.0,2.22,0.01,0.12,13.616618287373006,48.492,67.8292210661205,4.845
615,2012,7.437,0.749,41.42,0.482,0.289,0.717,0.593,0.284,10250922.0,2.28,0.01,0.13,13.503918722786649,49.477,66.8457642321692,4.413
616,2013,7.464,0.648,45.98,0.61,0.289,0.669,0.538,0.327,10400672.0,2.7,0.01,0.13,13.391219158200288,50.46,65.8502048436612,4.622
617,2014,7.477,0.554,50.54,0.509,0.285,0.708,0.593,0.327,10549007.0,2.5,0.02,0.16,13.278519593613932,51.444,64.8840115445303,3.889
618,2015,7.476,0.564,55.1,0.398,0.306,0.777,0.619,0.333,10695540.0,2.47,0.01,0.28,13.16582002902758,52.427,63.9673590354331,3.57
619,2016,7.477,0.584,55.3,0.304,0.291,0.839,0.553,0.367,10839976.0,2.53,0.01,0.4,13.052975326560231,53.396,63.2179913602684,3.352
620,2017,7.475,0.647,55.5,0.484,0.381,0.647,0.573,0.322,10982367.0,2.59,0.03,0.51,12.940130624092888,54.346,62.4956166711203,3.824
621,2018,7.477,0.538,55.7,0.591,0.422,0.72,0.584,0.359,11123183.0,2.53,0.03,0.55,12.827285921625544,55.278,61.7904348706396,3.615
622,2006,8.462,0.933,64.54,0.65,0.089,0.844,0.858,0.155,7634295.0,1.80388,0.02373,1.19348,59.49226919295737,49.245,78.1538476617103,5.397
623,2007,8.5,0.819,64.78,0.676,0.23,0.826,0.759,0.199,7808520.0,1.72597,0.02829,1.1789,59.31101975154169,49.905,76.5015021293823,5.097
624,2008,8.52,0.828,65.02,0.687,0.223,0.863,0.789,0.206,7980955.0,1.65716,0.02818,1.15598,59.12977031012602,50.566,74.8451775671124,5.42
625,2009,8.474,0.824,65.26,0.661,0.119,0.857,0.803,0.261,8150780.0,1.60676,0.02127,1.13191,58.94852086871034,51.225,73.062795187149,6.033
626,2010,8.49,0.803,65.5,0.646,0.105,0.82,0.797,0.26,8317467.0,1.59,0.02,1.08,58.767271427294666,51.885,71.12277560083,5.866
627,2011,8.508,0.766,65.72,0.783,0.095,0.884,0.816,0.307,8480670.0,1.56,0.02,1.12,58.56771829475378,52.543,69.1977488102727,4.961
628,2012,8.53,0.779,65.94,0.7,-0.003,0.871,0.847,0.294,8640692.0,1.53,0.04,1.13,58.36816516221289,53.202,67.1555251793634,4.602
629,2013,8.54,0.792,66.16,0.698,-0.027,0.868,0.817,0.283,8798524.0,1.52,0.04,1.14,58.168612029672,53.858,65.0928427752259,4.713
630,2014,8.552,0.79,66.38,0.696,0.015,0.834,0.82,0.299,8955579.0,1.26,0.02,1.14,57.96905889713111,54.514,63.1579503514546,5.056
631,2015,8.572,0.772,66.6,0.534,-0.097,0.848,0.863,0.311,9112904.0,1.25,0.02,1.22,57.76950576459022,55.165,61.4295943084353,4.845
632,2016,8.593,0.774,66.8,0.85,0.08,0.793,0.832,0.297,9270794.0,1.17,0.02,1.33,57.58259004379301,55.813,59.8489927099929,5.648
633,2017,8.624,0.843,67.0,0.898,0.072,0.783,0.842,0.248,9429016.0,1.15,0.04,1.48,57.3956743229958,56.457,58.4934724299316,6.02
634,2018,8.643,0.827,67.2,0.872,0.099,0.804,0.872,0.287,9587523.0,1.2,0.04,1.6,57.20875860219859,57.096,57.3106062781343,5.908
635,2019,8.653,0.797,67.4,0.846,0.063,0.815,0.85,0.279,9746115.0,1.09,0.04,1.6,57.021842881401376,57.73,56.2197604284596,5.93
636,2005,10.108,0.93,64.6,0.697,-0.0235,0.903,0.675,0.29,10085942.0,4.14287,4.50567,4.29675,21.737672583826427,66.365,45.2127395393732,5.194
637,2007,10.153,0.931,65.0,0.538,-0.161,0.895,0.701,0.23,10024158.0,4.07486,3.87112,4.59455,22.012097304405,67.421,45.2922046491628,4.954
638,2009,10.097,0.901,65.4,0.464,-0.125,0.915,0.664,0.228,9959439.0,4.05828,3.19251,4.27001,22.28652202498356,68.46,44.9885768504627,4.895
639,2010,10.106,0.896,65.6,0.514,-0.145,0.983,0.656,0.235,9927380.0,3.64,3.16,3.9,22.423734385272848,68.911,44.8274139126108,4.725
640,2011,10.127,0.894,65.76,0.631,-0.089,0.94,0.642,0.305,9895689.0,3.81,3.51,4.05,22.45535831689677,69.358,45.0743635582775,4.918
641,2012,10.117,0.906,65.92,0.569,-0.136,0.93,0.652,0.315,9864363.0,3.86,3.19,4.08,22.48698224852071,69.678,45.3224575943448,4.683
642,2013,10.14,0.877,66.08,0.674,-0.113,0.912,0.706,0.307,9833923.0,3.74,3.2,3.78,22.51860618014464,69.953,45.6535517720986,4.914
643,2014,10.183,0.845,66.24,0.494,-0.15,0.855,0.651,0.238,9804991.0,4.09,2.93,3.9,22.55023011176857,70.227,46.1585933650761,5.181
644,2015,10.223,0.859,66.4,0.558,-0.198,0.908,0.707,0.245,9777925.0,3.62,3.4,3.92,22.581854043392507,70.5,46.8804592243367,5.344
645,2016,10.248,0.9,66.8,0.554,-0.187,0.924,0.666,0.243,9752970.0,3.74,3.61,3.93,22.564738110891955,70.779,47.8707208522541,5.449
646,2017,10.293,0.877,67.2,0.661,-0.139,0.886,0.735,0.181,9729822.0,3.5,3.33,3.96,22.547622178391407,71.062,49.1427083392061,6.065
647,2018,10.344,0.941,67.6,0.693,-0.243,0.911,0.676,0.201,9707502.0,3.5,3.33,3.96,22.530506245890862,71.351,50.5337672766974,5.936
648,2019,10.393,0.947,68.0,0.798,-0.195,0.884,0.743,0.18,9684680.0,3.5,3.33,3.96,22.51339031339032,71.644,51.8088153179425,6.0
649,2008,10.861,0.977,72.32,0.885,0.272,0.708,0.88,0.153,310855.0,1.52,2.12,3.55,0.4159800498753117,93.395,49.5711916160893,6.888
650,2012,10.777,0.979,72.76,0.905,0.241,0.759,0.9,0.157,325642.0,1.1,1.95,3.77,0.4595112219451372,93.6,49.7574209575218,7.591
651,2013,10.809,0.967,72.84,0.923,0.306,0.713,0.87,0.156,327194.0,1.1,1.96,3.74,0.4664738154613466,93.633,50.3033791845205,7.501
652,2015,10.854,0.98,73.0,0.94,0.301,0.639,0.849,0.18,330237.0,1.25,2.15,4.26,0.4803990024937655,93.7,51.5771049448334,7.498
653,2016,10.904,0.985,73.0,0.952,0.281,0.719,0.874,0.158,332209.0,1.16,2.09,4.24,0.4867630922693267,93.735,52.0038245769855,7.51
654,2017,10.925,0.967,73.0,0.939,0.246,0.727,0.895,0.148,334395.0,1.19,2.14,4.42,0.4931271820448878,93.773,52.4740473674395,7.476
655,2019,10.931,0.982,73.0,0.959,-0.0235,0.699,0.836,0.178,339037.0,1.22,2.11,4.39,0.50585536159601,93.855,53.4665560024687,7.533
656,2006,8.145,0.707,55.72,0.774,-0.0235,0.855,0.687,0.199,1165486291.0,1.2367,0.00159,0.10863,23.11793057288636,29.569,59.2142970399348,5.348
657,2007,8.204,0.569,56.14,0.729,-0.051,0.862,0.668,0.253,1183209471.0,1.44163,0.00213,0.12467,23.182003168314168,29.906,58.4720498786624,5.027
658,2008,8.22,0.684,56.56,0.756,-0.072,0.891,0.674,0.259,1200669762.0,1.77898,0.00265,0.13441,23.24607576374197,30.246,57.7057029109493,5.146
659,2009,8.281,0.653,56.98,0.679,-0.026,0.895,0.771,0.301,1217726217.0,2.31664,0.00237,0.14549,23.31014835916978,30.587,56.8825138062336,4.522
660,2010,8.349,0.605,57.4,0.783,0.058,0.863,0.697,0.267,1234281163.0,2.56,0.0,0.17,23.37422095459759,30.93,55.9862600938871,4.989
661,2011,8.387,0.553,57.7,0.838,-0.038,0.908,0.648,0.232,1250287939.0,2.77,0.0,0.18,23.46382168647143,31.276,55.2086374217727,4.635
662,2012,8.428,0.511,58.0,0.609,0.067,0.83,0.629,0.295,1265780243.0,2.86,0.0,0.18,23.55342241834528,31.634,54.3078443292764,4.72
663,2013,8.478,0.553,58.3,0.74,0.084,0.832,0.68,0.33,1280842119.0,2.84,0.0,0.2,23.643023150219125,32.003,53.3542663643901,4.428
664,2014,8.538,0.621,58.6,0.809,-0.026,0.832,0.711,0.285,1295600768.0,2.8,0.0,0.2,23.732623882092973,32.384,52.4483667977637,4.424
665,2015,8.604,0.61,58.9,0.777,-0.005,0.776,0.701,0.322,1310152392.0,2.79,0.0,0.21,23.822224613966817,32.777,51.6434416967877,4.342
666,2016,8.673,0.614,59.3,0.82,0.046,0.765,0.695,0.346,1324517250.0,2.73,0.0,0.23,23.91182534584066,33.182,50.8881370260245,4.179
667,2017,8.73,0.607,59.7,0.886,-0.042,0.781,0.682,0.318,1338676779.0,2.63,0.0,0.22,24.00142607771451,33.6,50.2896371909076,4.046
668,2018,8.779,0.638,60.1,0.89,0.085,0.805,0.657,0.357,1352642283.0,2.81,0.0,0.23,24.09102680958836,34.03,49.7751668865187,3.818
669,2019,8.818,0.561,60.5,0.876,0.112,0.752,0.648,0.466,1366417756.0,2.85,0.0,0.23,24.1806275414622,34.472,49.2452418099917,3.249
670,2006,8.85,0.771,59.84,0.713,0.347,0.915,0.825,0.266,229318262.0,0.00394,0.00097,0.05688,53.42556852953286,46.738,52.4142988080915,4.947
671,2007,8.898,0.704,59.98,0.603,0.311,0.96,0.812,0.242,232374239.0,0.00456,0.00103,0.0551,53.33924183989617,47.535,51.8920851293426,5.101
672,2008,8.943,0.675,60.12,0.596,0.164,0.968,0.774,0.239,235469755.0,0.00641,0.00159,0.06239,53.25291515025947,48.335,51.5082368879915,4.815
673,2009,8.975,0.779,60.26,0.784,0.191,0.911,0.865,0.193,238620554.0,0.00779,0.00185,0.0636,53.16658846062276,49.134,51.2407045683536,5.472
674,2010,9.022,0.816,60.4,0.7,0.448,0.954,0.837,0.218,241834226.0,0.01,0.01,0.06,53.08026177098607,49.914,51.0359914920189,5.457
675,2011,9.069,0.825,60.62,0.878,0.438,0.962,0.864,0.273,245115988.0,0.01,0.01,0.06,52.58691922691595,50.595,50.5306011115312,5.173
676,2012,9.114,0.834,60.84,0.77,0.354,0.962,0.897,0.229,248451714.0,0.01,0.01,0.06,52.09357668284582,51.276,50.1328459551433,5.368
677,2013,9.155,0.794,61.06,0.781,0.376,0.973,0.893,0.249,251805314.0,0.01,0.01,0.07,51.60023413877569,51.955,49.7677414836844,5.292
678,2014,9.19,0.905,61.28,0.719,0.408,0.97,0.852,0.242,255128076.0,0.01,0.01,0.07,51.10689159470557,52.635,49.3572388832706,5.597
679,2015,9.225,0.809,61.5,0.779,0.471,0.946,0.876,0.274,258383257.0,0.01,0.01,0.06,50.61354905063544,53.313,48.8857561695436,5.043
680,2016,9.262,0.792,61.7,0.83,0.5,0.89,0.833,0.342,261556386.0,0.01,0.01,0.07,50.30519531360269,53.989,48.7144074145039,5.136
681,2017,9.3,0.796,61.9,0.865,0.488,0.9,0.863,0.319,264650968.0,0.01,0.01,0.06,49.996841576569935,54.659,48.3610184126758,5.098
682,2018,9.339,0.809,62.1,0.879,0.512,0.868,0.864,0.296,267670549.0,0.01,0.01,0.06,49.68848783953717,55.325,47.947296955312,5.34
683,2019,9.377,0.802,62.3,0.866,0.555,0.861,0.877,0.302,270625567.0,0.02,0.01,0.06,49.38013410250443,55.985,47.6350829538313,5.347
684,2005,9.393,0.766,62.0,0.651,-0.0235,0.636,0.608,0.456,69762345.0,0.01151,0.0,0.0,6.145055133966944,67.558,46.3205232930626,5.308
685,2007,9.497,0.718,62.76,0.533,0.056,0.872,0.626,0.361,71336476.0,0.02129,0.00014,0.00193,6.312829391684473,68.864,43.3042588497664,5.336
686,2008,9.489,0.633,63.14,0.601,0.052,0.868,0.624,0.345,72120608.0,0.02381,8e-05,0.00178,6.396716520543236,69.458,42.2855354635816,5.129
687,2011,9.547,0.582,64.14,0.798,0.2,0.665,0.578,0.359,74634959.0,0.03,0.0,0.0,6.564490778260762,71.2,40.9769470875735,4.768
688,2012,9.458,0.6,64.38,0.764,-0.0235,0.678,0.609,0.525,75539881.0,0.02,0.0,0.0,6.564490778260762,71.755,40.9761033557647,4.609
689,2013,9.443,0.664,64.62,0.73,0.216,0.685,0.659,0.552,76481963.0,0.01,0.0,0.0,6.564490778260762,72.295,41.2033562704128,5.14
690,2014,9.476,0.644,64.86,0.767,0.241,0.64,0.618,0.512,77465769.0,0.01,0.0,0.0,6.564490778260762,72.83,41.6284046150528,4.682
691,2015,9.449,0.572,65.1,0.78,0.176,0.699,0.645,0.52,78492208.0,0.01,0.0,0.0,6.564490778260762,73.358,42.2235306878,4.75
692,2016,9.561,0.566,65.4,0.773,0.186,0.713,0.687,0.526,79563991.0,0.02,0.0,0.0,6.571844839018641,73.88,42.7499140645912,4.653
693,2017,9.584,0.714,65.7,0.731,0.218,0.715,0.694,0.439,80673888.0,0.03,0.0,0.0,6.579198899776519,74.394,43.4443396544959,4.717
694,2018,9.461,0.674,66.0,0.603,-0.0235,0.703,0.553,0.493,81800204.0,0.03,0.0,0.0,6.5865529605343935,74.898,44.2192578597757,4.278
695,2019,9.461,0.698,66.3,0.623,-0.0235,0.728,0.6,0.449,82913893.0,0.02,0.0,0.0,6.593907021292271,75.391,44.9552250819402,5.006
696,2008,9.063,0.744,58.32,0.386,-0.061,0.91,0.525,0.448,28385739.0,0.03505,0.00309,0.13243,1.897136328456124,68.927,82.8701013139054,4.59
697,2009,9.076,0.862,58.96,0.431,-0.199,0.854,0.523,0.404,28973157.0,0.04147,0.00424,0.15541,1.8987487561272247,68.98,82.637480717046,4.775
698,2010,9.112,0.854,59.6,0.419,-0.125,0.859,0.542,0.431,29741977.0,0.05,0.0,0.11,1.9003611837983263,69.103,82.365625273239,5.065
699,2011,9.152,0.751,59.36,0.347,-0.07,0.78,0.488,0.557,30725305.0,0.05,0.01,0.12,1.9003611837983263,69.268,80.3793323559385,4.725
700,2012,9.246,0.73,59.12,0.315,-0.02,0.789,0.423,0.449,31890012.0,0.05,0.01,0.12,1.9003611837983263,69.432,78.5303381376768,4.66
701,2013,9.28,0.728,58.88,0.76,-0.05,0.71,0.725,0.554,33157061.0,0.04,0.01,0.11,1.9003611837983263,69.595,76.8332961609159,4.725
702,2014,9.25,0.725,58.64,0.646,-0.001,0.726,0.574,0.564,34411949.0,0.04,0.01,0.1,1.9003611837983263,69.758,75.2271331358503,4.542
703,2015,9.241,0.684,58.4,0.599,0.019,0.762,0.49,0.581,35572269.0,0.05,0.0,0.11,1.9003611837983263,69.921,73.6540969525577,4.493
704,2016,9.354,0.719,59.0,0.666,-0.052,0.799,0.489,0.57,36610632.0,0.05,0.0,0.11,1.9003611837983263,70.094,73.166684364586,4.413
705,2017,9.303,0.695,59.6,0.628,0.0,0.757,0.505,0.591,37552789.0,0.04,0.0,0.12,1.9003611837983263,70.278,72.431056461949,4.462
706,2018,9.274,0.764,60.2,0.598,-0.068,0.887,0.605,0.482,38433604.0,0.04,0.0,0.12,1.9003611837983263,70.473,71.5565013861608,4.886
707,2006,10.972,0.967,70.14,0.943,0.242,0.473,0.878,0.209,4230619.0,2.51835,2.70335,6.70158,9.934272027870518,60.738,44.5973000287936,7.144
708,2008,10.929,0.983,70.82,0.894,0.322,0.487,0.875,0.148,4415871.0,2.40308,2.69645,6.07408,10.195616199738716,61.141,45.4719750008992,7.568
709,2009,10.866,0.959,71.16,0.835,0.315,0.58,0.862,0.233,4494572.0,1.92954,2.47273,5.59316,10.326288285672812,61.342,46.0304259099342,7.046
710,2010,10.879,0.973,71.5,0.856,0.348,0.618,0.876,0.201,4554330.0,2.17,2.91,5.58,10.45696037160691,61.542,46.6182649925745,7.257
711,2011,10.878,0.977,71.6,0.952,0.383,0.59,0.865,0.19,4591115.0,2.23,2.96,5.4,10.55651037886486,61.742,47.9165146082642,7.007
712,2012,10.876,0.962,71.7,0.902,0.302,0.573,0.835,0.237,4608199.0,2.28,2.91,5.32,10.656060386122803,61.942,49.2114670922869,6.965
713,2013,10.884,0.955,71.8,0.884,0.331,0.558,0.814,0.245,4615426.0,2.01,2.65,4.99,10.755610393380753,62.141,50.4987913070451,6.76
714,2014,10.959,0.968,71.9,0.922,0.264,0.406,0.784,0.229,4626852.0,1.99,2.83,5.2,10.8551604006387,62.34,51.7847768088021,7.018
715,2015,11.174,0.953,72.0,0.892,0.233,0.409,0.799,0.225,4652420.0,2.02,2.88,5.1,10.954710407896648,62.538,53.0544604780929,6.83
716,2016,11.199,0.958,72.1,0.875,0.174,0.399,0.809,0.211,4695790.0,2.18,3.03,5.23,11.034112353026565,62.737,53.6167327392828,7.041
717,2017,11.266,0.943,72.2,0.905,0.216,0.337,0.833,0.213,4753281.0,2.23,3.0,5.05,11.113514298156485,62.947,54.1067735806537,7.06
718,2018,11.332,0.938,72.3,0.861,0.144,0.362,0.811,0.213,4818694.0,2.31,2.89,5.1,11.1929162432864,63.17,54.4931512588771,6.962
719,2019,11.371,0.944,72.4,0.892,0.074,0.373,0.807,0.223,4882498.0,2.29,2.88,4.92,11.272318188416316,63.405,54.7345704138034,7.255
720,2006,10.389,0.927,71.12,0.817,-0.0235,0.905,0.696,0.308,6680641.0,1.21433,0.132,0.90223,7.09796672828096,91.58,60.5893657269869,7.173
721,2007,10.428,0.868,71.44,0.683,0.219,0.868,0.696,0.32,6847148.0,1.15477,0.12,1.14155,7.102587800369685,91.641,60.3650554669987,6.841
722,2008,10.44,0.859,71.76,0.663,0.139,0.898,0.71,0.349,7020832.0,1.19262,0.156,1.19467,7.10720887245841,91.702,60.2824943875469,7.261
723,2009,10.425,0.937,72.08,0.593,0.172,0.923,0.695,0.327,7190037.0,1.27154,0.132,1.20972,7.111829944547135,91.763,60.3355789224771,7.353
724,2010,10.461,0.882,72.4,0.561,0.15,0.902,0.679,0.362,7346446.0,1.25,0.14,1.33,7.116451016635859,91.826,60.5449379887912,7.359
725,2011,10.489,0.893,72.46,0.722,0.141,0.891,0.738,0.384,7487095.0,1.23,0.13,1.39,7.2181146025878,91.892,61.1595150895344,7.433
726,2012,10.493,0.903,72.52,0.681,0.153,0.862,0.665,0.319,7614946.0,1.27,0.13,1.44,7.319778188539741,91.96,61.8565509796407,7.111
727,2013,10.515,0.909,72.58,0.739,0.15,0.849,0.698,0.409,7734834.0,1.22,0.1,1.53,7.421441774491681,92.031,62.6170294805032,7.321
728,2014,10.533,0.889,72.64,0.707,0.094,0.818,0.604,0.271,7854216.0,1.06,0.07,1.54,7.523105360443623,92.104,63.4030931171094,7.401
729,2015,10.536,0.864,72.7,0.753,0.108,0.789,0.697,0.256,7978496.0,1.05,0.07,1.58,7.624768946395563,92.179,64.1695753524461,7.079
730,2016,10.555,0.89,72.9,0.772,0.153,0.804,0.629,0.263,8108984.0,1.1,0.07,1.51,7.393715341959335,92.256,65.0135702711428,7.159
731,2017,10.57,0.916,73.1,0.768,0.145,0.793,0.674,0.276,8243849.0,1.14,0.07,1.66,7.162661737523106,92.336,65.7552628765509,7.331
732,2018,10.585,0.91,73.3,0.725,0.055,0.77,0.663,0.282,8381507.0,1.15,0.08,1.78,6.931608133086876,92.418,66.395547399915,6.927
733,2019,10.601,0.946,73.5,0.834,0.085,0.743,0.635,0.266,8519373.0,1.16,0.08,1.78,6.700554528650647,92.501,66.928871965334,7.332
734,2005,10.703,0.928,71.9,0.802,-0.0235,0.944,0.679,0.295,58281209.0,1.0709,5.85155,1.72858,29.57314544094649,67.738,51.1182668809366,6.854
735,2007,10.727,0.912,72.26,0.684,0.113,0.922,0.716,0.303,58747862.0,0.83814,5.72383,1.81016,30.02108859726661,67.974,51.8726262231473,6.574
736,2008,10.711,0.88,72.44,0.543,0.049,0.946,0.637,0.268,58922116.0,0.83798,5.41544,1.71088,30.245060175426666,68.092,52.0727349791329,6.78
737,2009,10.652,0.88,72.62,0.701,0.24,0.89,0.775,0.279,59105622.0,0.83771,4.78659,1.62888,30.469031753586727,68.209,52.3135772713617,6.334
738,2010,10.666,0.872,72.8,0.738,-0.06,0.921,0.596,0.236,59325232.0,0.84,4.45,1.66,30.693003331746787,68.327,52.6848814854331,6.354
739,2011,10.671,0.913,72.84,0.568,-0.018,0.933,0.658,0.266,59589070.0,0.84,4.45,1.69,30.87593662881621,68.444,53.2069468358705,6.057
740,2012,10.638,0.869,72.88,0.57,0.113,0.908,0.67,0.388,59879469.0,0.79,4.99,1.7,31.05886992588563,68.684,53.7983835645624,5.839
741,2013,10.608,0.916,72.92,0.499,-0.102,0.943,0.779,0.357,60166828.0,0.79,4.86,1.7,31.241803222955056,68.979,54.4179995850497,6.009
742,2014,10.599,0.898,72.96,0.624,-0.065,0.92,0.716,0.356,60409622.0,0.86,4.97,1.73,31.42473652002448,69.272,54.9799071402516,6.027
743,2015,10.608,0.909,73.0,0.575,-0.064,0.913,0.692,0.329,60578489.0,0.74,4.62,1.79,31.607669817093903,69.565,55.4340137863763,5.848
744,2016,10.622,0.927,73.2,0.624,-0.081,0.903,0.685,0.339,60663068.0,0.69,4.58,1.82,31.790609913646563,69.855,55.8591980388129,5.955
745,2017,10.64,0.92,73.4,0.633,-0.035,0.867,0.661,0.323,60673694.0,0.79,4.71,1.88,31.973550010199222,70.144,56.1884000768445,6.199
746,2018,10.65,0.913,73.6,0.65,-0.021,0.888,0.649,0.403,60627291.0,0.79,5.08,1.94,32.15649010675189,70.438,56.4475053382725,6.517
747,2019,10.655,0.838,73.8,0.709,-0.082,0.866,0.631,0.328,60550092.0,0.83,4.83,1.99,32.339430203304545,70.736,56.6877335727189,6.445
748,2006,9.225,0.909,64.9,0.738,-0.004,0.946,0.788,0.201,2754414.0,1.53857,0.5703,1.08756,50.18190212373038,52.998,59.9991402936246,6.208
749,2011,9.164,0.855,66.22,0.796,-0.064,0.909,0.836,0.237,2825932.0,1.75,0.11,1.0,51.91615881809787,53.93,53.2458700979528,5.374
750,2013,9.151,0.865,66.46,0.793,-0.021,0.931,0.734,0.312,2858710.0,1.85,0.12,1.03,52.61828254847646,54.35,51.1303146144993,5.709
751,2014,9.152,0.874,66.58,0.809,-0.001,0.861,0.737,0.31,2875137.0,1.82,0.14,1.06,52.96934441366575,54.584,50.2535635821657,5.311
752,2017,9.169,0.913,67.1,0.861,-0.13,0.883,0.769,0.243,2920848.0,1.58,0.32,1.24,54.03804247460757,55.378,48.6050948608758,5.89
753,2019,9.186,0.878,67.5,0.891,-0.137,0.885,0.752,0.195,2948277.0,1.66,0.25,1.19,54.75567867036011,55.985,48.0464283651903,6.309
754,2005,10.529,0.928,73.2,0.868,-0.0235,0.699,0.739,0.153,128326115.0,3.36114,0.29105,1.71813,68.37037037037037,85.978,50.3357743664217,6.516
755,2007,10.558,0.938,73.44,0.796,-0.09,0.809,0.731,0.207,128494050.0,2.61814,0.24486,1.62928,68.41975308641976,88.146,52.1708168257523,6.238
756,2008,10.546,0.887,73.56,0.772,-0.135,0.816,0.78,0.191,128538644.0,2.62173,0.25463,1.47119,68.44444444444444,89.103,53.2529944725622,5.911
757,2009,10.491,0.888,73.68,0.73,-0.21,0.74,0.785,0.169,128555196.0,2.64365,0.25492,1.37848,68.46913580246914,89.989,54.4839327335742,5.845
758,2010,10.532,0.902,73.8,0.772,-0.14,0.77,0.827,0.188,128542349.0,0.74,0.29,1.67,68.49382716049382,90.812,55.891578776353,6.057
759,2011,10.532,0.917,73.98,0.814,-0.052,0.734,0.776,0.181,128498966.0,0.79,0.32,1.58,68.48175582990397,91.069,57.3917711337264,6.263
760,2012,10.549,0.905,74.16,0.753,-0.0235,0.692,0.777,0.171,128423571.0,0.82,0.36,1.56,68.46968449931413,91.148,59.0341434265202,5.968
761,2013,10.57,0.924,74.34,0.821,-0.147,0.65,0.794,0.175,128314189.0,0.9,0.37,1.53,68.45761316872428,91.226,60.7497660649142,5.959
762,2014,10.575,0.9,74.52,0.838,-0.139,0.617,0.742,0.189,128168630.0,1.02,0.39,1.51,68.44554183813443,91.304,62.4198969298013,5.923
763,2015,10.588,0.923,74.7,0.832,-0.155,0.654,0.768,0.176,127985139.0,1.14,0.4,1.53,68.43347050754458,91.381,63.9578508093031,5.88
764,2016,10.595,0.9,74.8,0.836,-0.062,0.698,0.76,0.192,127763267.0,1.26,0.39,1.51,68.42853223593964,91.457,65.3061318795137,5.955
765,2017,10.618,0.882,74.9,0.849,-0.206,0.659,0.74,0.176,127502728.0,1.42,0.4,1.45,68.4235939643347,91.535,66.4554629240626,5.911
766,2018,10.623,0.886,75.0,0.773,-0.261,0.687,0.703,0.185,127202190.0,1.63,0.39,1.35,68.41865569272976,91.616,67.4290802202976,5.794
767,2019,10.632,0.878,75.1,0.806,-0.255,0.617,0.743,0.194,126860299.0,1.63,0.29,1.35,68.41371742112483,91.698,68.279570780973,5.908
768,2005,9.246,0.92,63.5,0.76,-0.0235,0.67,0.696,0.24,5765639.0,0.33133,0.02298,0.14765,1.0982203198918676,79.485,71.2090383602338,6.295
769,2007,9.321,0.841,63.98,0.646,-0.112,0.664,0.683,0.24,6255290.0,0.36104,0.02631,0.16887,1.0982203198918676,82.371,70.6311450278398,5.598
770,2008,9.343,0.766,64.22,0.76,-0.127,0.709,0.669,0.331,6556473.0,0.36965,0.02649,0.17431,1.0982203198918676,83.692,70.3331284425931,4.93
771,2009,9.347,0.899,64.46,0.771,-0.075,0.739,0.645,0.265,6893258.0,0.35151,0.02409,0.17486,1.0982203198918676,84.928,70.0633994729293,6.0
772,2010,9.317,0.918,64.7,0.788,-0.046,0.8045,0.643,0.343,7261541.0,0.36,0.0,0.09,1.0982203198918676,86.088,69.8028156498782,5.57
773,2011,9.289,0.878,65.0,0.76,-0.143,0.8045,0.612,0.26,7662858.0,0.33,0.01,0.04,1.0982203198918676,87.172,69.379867579297,5.539
774,2012,9.261,0.829,65.3,0.693,-0.16,0.8045,0.565,0.345,8089963.0,0.31,0.01,0.05,1.0982203198918676,88.185,68.8050053312579,5.132
775,2013,9.237,0.84,65.6,0.692,-0.117,0.8045,0.684,0.286,8518992.0,0.29,0.0,0.05,1.0982203198918676,89.125,68.0880072562638,5.172
776,2014,9.222,0.816,65.9,0.729,-0.104,0.8045,0.66,0.313,8918822.0,0.29,0.0,0.05,1.0982203198918676,90.0,67.1592205078226,5.333
777,2015,9.207,0.83,66.2,0.767,-0.046,0.8045,0.69,0.305,9266573.0,0.24,0.0,0.05,1.0982203198918676,90.256,65.9265194740315,5.405
778,2016,9.197,0.82,66.4,0.771,-0.038,0.8045,0.641,0.312,9554286.0,0.21,0.01,0.07,1.0982203198918676,90.506,64.5911812845066,5.271
779,2017,9.194,0.815,66.6,0.766,-0.152,0.8045,0.628,0.392,9785840.0,0.22,0.01,0.06,1.0982203198918676,90.747,63.1227804870893,4.808
780,2018,9.196,0.8,66.8,0.762,-0.186,0.8045,0.725,0.256,9965322.0,0.2,0.0,0.06,1.0982203198918676,90.979,61.5299579387269,4.639
781,2019,9.201,0.793,67.0,0.726,-0.165,0.8045,0.725,0.256,10101697.0,0.19,0.0,0.06,1.0982203198918676,91.203,59.8865629214123,4.453
782,2006,9.804,0.872,58.2,0.731,-0.274,0.865,0.669,0.185,15551263.0,4.37,0.25,2.14,1.1527495647664554,56.536,46.7685827619972,5.476
